rank,name,country_name,country_id,opponent_name,opponent_country_name,opponent_country_id,date,tournament,level,bestOf,surface,indoor,speed,round,score,winner,value,outcome
583,Arnaud Clement,France,FRA,Nicolas Mahut,France,FRA,19/09/2011,Metz,B,3,H,VRAI,70,R16,3-6 7-5 6-3,FAUX,11,
583,Benjamin Becker,Germany,GER,Thiemo De Bakker,Netherlands,NED,10/03/2011,Indian Wells Masters,M,3,H,FAUX,54,R128,6-2 7-5,VRAI,11,
583,Bernard Tomic,Australia,AUS,Rafael Nadal,Spain,ESP,17/01/2011,Australian Open,G,5,H,FAUX,55,R32,6-2 7-5 6-3,FAUX,11,
583,Bobby Reynolds,United States,USA,David Nalbandian,Argentina,ARG,29/08/2011,US Open,G,5,H,FAUX,49,R128,4-6 6-3 6-4 6-3,FAUX,11,
583,Chris Guccione,Australia,AUS,Alejandro Falla,Colombia,COL,31/07/2011,Washington,A,3,H,FAUX,55,R64,7-6(3) 6-3,VRAI,11,
583,Daniel Brands,Germany,GER,Steve Darcis,Belgium,BEL,24/10/2011,Vienna,B,3,H,VRAI,76,QF,6-3 6-4,VRAI,11,
583,Daniel Brands,Germany,GER,Julien Benneteau,France,FRA,06/06/2011,Queen's Club,B,3,G,FAUX,75,R64,6-7(6) 6-1 6-4,FAUX,11,
583,Daniel Evans,United Kingdom,GBR,Florian Mayer,Germany,GER,20/06/2011,Wimbledon,G,5,G,FAUX,80,R128,7-6(5) 7-6(1) 3-6 6-4,FAUX,11,
583,David Ferrer,Spain,ESP,Juan Carlos Ferrero,Spain,ESP,09/10/2011,Shanghai Masters,M,3,H,FAUX,60,R16,1-6 7-5 6-2,VRAI,11,
583,David Ferrer,Spain,ESP,Feliciano Lopez,Spain,ESP,09/10/2011,Shanghai Masters,M,3,H,FAUX,60,SF,6-7(5) 6-3 6-3,VRAI,11,
583,David Ferrer,Spain,ESP,Andy Roddick,United States,USA,09/10/2011,Shanghai Masters,M,3,H,FAUX,60,QF,6-7(5) 6-2 7-6(2),VRAI,11,
583,Denis Kudla,United States,USA,Ivo Karlovic,Croatia,CRO,04/07/2011,Newport,B,3,G,FAUX,56,R32,7-6(4) 4-6 6-4,VRAI,11,
583,Dmitry Tursunov,Russian Federation,RUS,Xavier Malisse,Belgium,BEL,22/05/2011,Roland Garros,G,5,C,FAUX,46,R128,7-5 3-6 6-3 3-6 6-1,FAUX,11,
583,Dmitry Tursunov,Russian Federation,RUS,Nicolas Mahut,France,FRA,12/06/2011,s-Hertogenbosch,B,3,G,FAUX,56,R16,7-6(2) 3-6 6-3,VRAI,11,
583,Ernests Gulbis,Latvia,LAT,Philipp Petzschner,Germany,GER,14/02/2011,Marseille,B,3,H,VRAI,81,R32,7-6(2) 6-1,FAUX,11,
583,Ernests Gulbis,Latvia,LAT,Victor Hanescu,Romania,ROU,03/01/2011,Doha,B,3,H,FAUX,73,R32,6-3 7-6(6),VRAI,11,
583,Ernests Gulbis,Latvia,LAT,Alex Bogomolov Jr,Russian Federation,RUS,25/07/2011,Los Angeles,B,3,H,FAUX,37,SF,6-2 7-6(4),VRAI,11,
583,Fabio Fognini,Italy,ITA,Guillermo Garcia Lopez,Spain,ESP,22/05/2011,Roland Garros,G,5,C,FAUX,46,R32,4-6 6-3 6-3 6-1,VRAI,11,
583,Fabio Fognini,Italy,ITA,Horacio Zeballos,Argentina,ARG,29/08/2011,US Open,G,5,H,FAUX,49,R128,5-7 6-4 7-6(5) 6-4,VRAI,11,
583,Feliciano Lopez,Spain,ESP,Philipp Petzschner,Germany,GER,02/01/2011,Brisbane,B,3,H,FAUX,68,R32,6-4 7-6(11),VRAI,11,
583,Feliciano Lopez,Spain,ESP,Ivan Dodig,Croatia,CRO,18/04/2011,Barcelona,A,3,C,FAUX,25,QF,6-4 2-6 6-4,FAUX,11,
583,Feliciano Lopez,Spain,ESP,Philipp Kohlschreiber,Germany,GER,14/08/2011,Cincinnati Masters,M,3,H,FAUX,68,R32,6-1 6-4,FAUX,11,
583,Fernando Verdasco,Spain,ESP,Pablo Andujar,Spain,ESP,23/03/2011,Miami Masters,M,3,H,FAUX,55,R64,3-6 7-6(3) 6-4,FAUX,11,
583,Gael Monfils,France,FRA,David Ferrer,Spain,ESP,22/05/2011,Roland Garros,G,5,C,FAUX,46,R16,6-4 2-6 7-5 1-6 8-6,VRAI,11,
583,Gael Monfils,France,FRA,Santiago Giraldo,Colombia,COL,26/09/2011,Bangkok,B,3,H,VRAI,61,R16,6-4 4-6 6-1,VRAI,11,
583,Gilles Muller,Luxembourg,LUX,Simon Stadler,Germany,GER,17/01/2011,Australian Open,G,5,H,FAUX,55,R128,6-3 7-6(5) 6-4,VRAI,11,
583,Gilles Muller,Luxembourg,LUX,Rafael Nadal,Spain,ESP,29/08/2011,US Open,G,5,H,FAUX,49,R16,7-6(1) 6-1 6-2,FAUX,11,
583,Gilles Muller,Luxembourg,LUX,Richard Gasquet,France,FRA,19/09/2011,Metz,B,3,H,VRAI,70,QF,6-3 6-4,VRAI,11,
583,Gilles Simon,France,FRA,Juan Martin Del Potro,Argentina,ARG,20/06/2011,Wimbledon,G,5,G,FAUX,80,R32,7-6(8) 7-6(5) 7-5,FAUX,11,
583,Gilles Simon,France,FRA,Guillermo Garcia Lopez,Spain,ESP,29/08/2011,US Open,G,5,H,FAUX,49,R64,6-4 6-7(4) 7-5 6-3,VRAI,11,
583,Gilles Simon,France,FRA,Juan Martin Del Potro,Argentina,ARG,29/08/2011,US Open,G,5,H,FAUX,49,R32,4-6 7-6(5) 6-2 7-6(3),VRAI,11,
583,Grigor Dimitrov,Bulgaria,BUL,Donald Young,United States,USA,21/08/2011,Winston-Salem,B,3,H,FAUX,55,R32,6-4 2-6 7-6(2),VRAI,11,
583,Grigor Dimitrov,Bulgaria,BUL,Marsel Ilhan,Turkey,TUR,09/10/2011,Shanghai Masters,M,3,H,FAUX,60,R64,2-6 6-1 6-4,VRAI,11,
583,Grigor Dimitrov,Bulgaria,BUL,Daniel Evans,United Kingdom,GBR,12/06/2011,Eastbourne,B,3,G,FAUX,67,R32,2-6 7-6(5) 6-4,VRAI,11,
583,Grigor Dimitrov,Bulgaria,BUL,Simone Bolelli,Italy,ITA,26/09/2011,Bangkok,B,3,H,VRAI,61,R16,7-6(8) 6-1,VRAI,11,
583,Guillaume Rufin,France,FRA,Adrian Mannarino,France,FRA,22/05/2011,Roland Garros,G,5,C,FAUX,46,R128,6-2 6-3 6-2,VRAI,11,
583,Horacio Zeballos,Argentina,ARG,Potito Starace,Italy,ITA,31/01/2011,Santiago,B,3,C,FAUX,41,QF,6-7(9) 6-3 7-6(2),FAUX,11,
583,Igor Andreev,Russian Federation,RUS,Bernard Tomic,Australia,AUS,20/06/2011,Wimbledon,G,5,G,FAUX,80,R64,4-6 5-7 6-3 6-4 6-1,FAUX,11,
583,Ivan Dodig,Croatia,CRO,Jeremy Chardy,France,FRA,08/08/2011,Canada Masters,M,3,H,FAUX,62,R64,6-3 6-4,VRAI,11,
583,Ivan Ljubicic,Croatia,CRO,Sam Querrey,United States,USA,22/05/2011,Roland Garros,G,5,C,FAUX,46,R64,7-6(2) 6-4 6-4,VRAI,11,
583,Ivan Ljubicic,Croatia,CRO,Ryan Sweeting,United States,USA,06/06/2011,Queen's Club,B,3,G,FAUX,75,R64,7-6(6) 6-2,VRAI,11,
583,Ivan Ljubicic,Croatia,CRO,Nicolas Almagro,Spain,ESP,17/01/2011,Australian Open,G,5,H,FAUX,55,R32,6-4 7-6(8) 6-3,FAUX,11,
583,Ivan Ljubicic,Croatia,CRO,Fernando Verdasco,Spain,ESP,22/05/2011,Roland Garros,G,5,C,FAUX,46,R32,6-3 7-6(6) 6-4,VRAI,11,
583,Ivo Karlovic,Croatia,CRO,Gilles Simon,France,FRA,10/03/2011,Indian Wells Masters,M,3,H,FAUX,54,R32,6-3 6-3,VRAI,11,
583,Izak Van Der Merwe,South Africa,RSA,Simon Greul,Germany,GER,31/01/2011,Johannesburg,B,3,H,FAUX,54,QF,7-6(5) 6-2,VRAI,11,
583,James Blake,United States,USA,John Isner,United States,USA,31/07/2011,Washington,A,3,H,FAUX,55,R16,7-6(0) 1-6 7-6(4),FAUX,11,
583,Janko Tipsarevic,Serbia,SRB,Jesse Huta Galung,Netherlands,NED,31/01/2011,Johannesburg,B,3,H,FAUX,54,R32,6-7(4) 6-4 7-6(4),FAUX,11,
583,Janko Tipsarevic,Serbia,SRB,Xavier Malisse,Belgium,BEL,03/01/2011,Chennai,B,3,H,FAUX,43,SF,3-6 6-3 6-2,FAUX,11,
583,Jeremy Chardy,France,FRA,Kei Nishikori,Japan,JPN,23/03/2011,Miami Masters,M,3,H,FAUX,55,R128,7-6(5) 6-2,FAUX,11,
583,Jeremy Chardy,France,FRA,Philipp Kohlschreiber,Germany,GER,17/10/2011,Moscow,B,3,H,VRAI,74,QF,6-4 6-3,VRAI,11,
583,Jesse Huta Galung,Netherlands,NED,Xavier Malisse,Belgium,BEL,12/06/2011,s-Hertogenbosch,B,3,G,FAUX,56,R16,7-6(2) 6-4,FAUX,11,
583,Jesse Huta Galung,Netherlands,NED,Jurgen Melzer,Austria,AUT,07/02/2011,Rotterdam,A,3,H,VRAI,85,R32,6-4 6-4,FAUX,11,
583,Joao Souza,Brazil,BRA,Yen Hsun Lu,Taiwan, Province of China,TPE,26/09/2011,Bangkok,B,3,H,VRAI,61,R32,6-2 7-5,FAUX,11,
583,John Isner,United States,USA,Alex Bogomolov Jr,Russian Federation,RUS,23/03/2011,Miami Masters,M,3,H,FAUX,55,R32,6-2 7-6(4),VRAI,11,
583,John Isner,United States,USA,Feliciano Lopez,Spain,ESP,07/11/2011,Paris Masters,M,3,H,VRAI,60,R16,6-4 6-2,VRAI,11,
583,John Isner,United States,USA,Arnaud Clement,France,FRA,04/07/2011,Newport,B,3,G,FAUX,56,R16,7-6(6) 6-4,VRAI,11,
583,Jo Wilfried Tsonga,France,FRA,Sergiy Stakhovsky,Ukraine,UKR,14/02/2011,Marseille,B,3,H,VRAI,81,R16,5-7 6-4 6-2,VRAI,11,
583,Jo Wilfried Tsonga,France,FRA,Roger Federer,Switzerland,SUI,20/11/2011,Tour Finals,F,3,H,VRAI,67,F,6-3 6-7(6) 6-3,FAUX,11,
583,Jo Wilfried Tsonga,France,FRA,Kei Nishikori,Japan,JPN,09/10/2011,Shanghai Masters,M,3,H,FAUX,60,R32,6-7(1) 6-4 6-4,FAUX,11,
583,Jo Wilfried Tsonga,France,FRA,Rafael Nadal,Spain,ESP,20/11/2011,Tour Finals,F,3,H,VRAI,67,RR,7-6(2) 4-6 6-3,VRAI,11,
583,Jo Wilfried Tsonga,France,FRA,Guillermo Garcia Lopez,Spain,ESP,03/01/2011,Doha,B,3,H,FAUX,73,QF,7-6(4) 7-6(9),VRAI,11,
583,Jo Wilfried Tsonga,France,FRA,Grigor Dimitrov,Bulgaria,BUL,07/02/2011,Rotterdam,A,3,H,VRAI,85,R32,6-4 6-4,VRAI,11,
583,Jo Wilfried Tsonga,France,FRA,Fernando Verdasco,Spain,ESP,29/08/2011,US Open,G,5,H,FAUX,49,R32,6-3 7-5 6-4,VRAI,11,
583,Jo Wilfried Tsonga,France,FRA,Philipp Petzschner,Germany,GER,17/01/2011,Australian Open,G,5,H,FAUX,55,R128,4-6 2-6 6-2 6-3 6-4,VRAI,11,
583,Juan Martin Del Potro,Argentina,ARG,Ivo Karlovic,Croatia,CRO,22/05/2011,Roland Garros,G,5,C,FAUX,46,R128,6-7(7) 6-3 7-5 6-4,VRAI,11,
583,Juan Martin Del Potro,Argentina,ARG,Rafael Nadal,Spain,ESP,20/06/2011,Wimbledon,G,5,G,FAUX,80,R16,7-6(6) 3-6 7-6(4) 6-4,FAUX,11,
583,Julien Benneteau,France,FRA,Milos Raonic,Canada,CAN,07/11/2011,Paris Masters,M,3,H,VRAI,60,R64,6-7(5) 7-6(5) 6-4,VRAI,11,
583,Julien Benneteau,France,FRA,Robin Haase,Netherlands,NED,21/08/2011,Winston-Salem,B,3,H,FAUX,55,SF,3-6 7-6(7) 7-6(6),VRAI,11,
583,Jurgen Melzer,Austria,AUT,Andreas Seppi,Italy,ITA,14/02/2011,Marseille,B,3,H,VRAI,81,R16,7-5 6-3,VRAI,11,
583,Karol Beck,Slovakia,SVK,Go Soeda,Japan,JPN,26/09/2011,Bangkok,B,3,H,VRAI,61,R32,3-6 7-6(0) 7-6(4),FAUX,11,
583,Kevin Anderson,South Africa,RSA,Jurgen Melzer,Austria,AUT,24/10/2011,Vienna,B,3,H,VRAI,76,QF,6-3 6-3,VRAI,11,
583,Kevin Anderson,South Africa,RSA,Ivo Karlovic,Croatia,CRO,06/06/2011,Queen's Club,B,3,G,FAUX,75,R64,6-4 7-6(2),VRAI,11,
583,Kevin Anderson,South Africa,RSA,Somdev Devvarman,India,IND,31/01/2011,Johannesburg,B,3,H,FAUX,54,F,4-6 6-3 6-2,VRAI,11,
583,Kevin Anderson,South Africa,RSA,Pablo Andujar,Spain,ESP,08/08/2011,Canada Masters,M,3,H,FAUX,62,R64,6-4 6-4,VRAI,11,
583,Konstantin Kravchuk,Russian Federation,RUS,Gilles Muller,Luxembourg,LUX,17/10/2011,Moscow,B,3,H,VRAI,74,R32,7-6(5) 6-4,FAUX,11,
583,Lleyton Hewitt,Australia,AUS,Brian Dabul,Argentina,ARG,07/02/2011,San Jose,B,3,H,VRAI,70,R16,3-6 7-5 6-3,VRAI,11,
583,Lleyton Hewitt,Australia,AUS,Andy Roddick,United States,USA,14/02/2011,Memphis,A,3,H,VRAI,72,QF,4-6 6-3 6-4,FAUX,11,
583,Ludovic Walter,France,FRA,Denis Gremelmayr,Germany,GER,12/06/2011,s-Hertogenbosch,B,3,G,FAUX,56,R32,6-3 7-6(5),FAUX,11,
583,Lukas Rosol,Czech Republic,CZE,Juan Ignacio Chela,Argentina,ARG,22/05/2011,Roland Garros,G,5,C,FAUX,46,R32,6-2 6-4 3-6 7-6(5),FAUX,11,
583,Marcos Baghdatis,Cyprus,CYP,Alejandro Falla,Colombia,COL,01/05/2011,Madrid Masters,M,3,C,FAUX,53,R64,6-3 3-6 7-6(5),VRAI,11,
583,Marcos Baghdatis,Cyprus,CYP,John Isner,United States,USA,29/08/2011,US Open,G,5,H,FAUX,49,R128,7-6(2) 7-6(11) 2-6 6-4,FAUX,11,
583,Mardy Fish,United States,USA,Robin Haase,Netherlands,NED,20/06/2011,Wimbledon,G,5,G,FAUX,80,R32,6-3 6-7(5) 6-2 1-1 RET,VRAI,11,RET
583,Mardy Fish,United States,USA,Adrian Mannarino,France,FRA,02/01/2011,Brisbane,B,3,H,FAUX,68,R32,6-1 6-4,VRAI,11,
583,Mardy Fish,United States,USA,Lukas Lacko,Slovakia,SVK,14/02/2011,Memphis,A,3,H,VRAI,72,R16,6-7(5) 6-4 7-6(3),VRAI,11,
583,Marin Cilic,Croatia,CRO,Potito Starace,Italy,ITA,01/05/2011,Madrid Masters,M,3,C,FAUX,53,R64,7-6(5) 6-4,VRAI,11,
583,Marin Cilic,Croatia,CRO,Florent Serra,France,FRA,10/03/2011,Indian Wells Masters,M,3,H,FAUX,54,R64,6-1 6-3,VRAI,11,
583,Marin Cilic,Croatia,CRO,Simone Bolelli,Italy,ITA,24/04/2011,Munich,B,3,C,FAUX,43,R32,7-5 7-6(4),VRAI,11,
583,Marin Cilic,Croatia,CRO,Arnaud Clement,France,FRA,06/06/2011,Queen's Club,B,3,G,FAUX,75,R32,6-4 6-4,VRAI,11,
583,Marsel Ilhan,Turkey,TUR,Feliciano Lopez,Spain,ESP,03/10/2011,Beijing,A,3,H,FAUX,55,R32,6-2 7-6(6),FAUX,11,
583,Matthias Bachinger,Germany,GER,Dustin Brown,Germany,GER,04/07/2011,Newport,B,3,G,FAUX,56,R32,7-6(7) 6-7(5) 6-1,VRAI,11,
583,Michael Llodra,France,FRA,Steve Darcis,Belgium,BEL,22/05/2011,Roland Garros,G,5,C,FAUX,46,R128,6-7(5) 6-3 6-3 6-3,FAUX,11,
583,Michael Llodra,France,FRA,Santiago Giraldo,Colombia,COL,10/03/2011,Indian Wells Masters,M,3,H,FAUX,54,R64,7-6(6) 6-4,VRAI,11,
583,Michael Llodra,France,FRA,Victor Hanescu,Romania,ROU,29/08/2011,US Open,G,5,H,FAUX,49,R128,6-2 4-6 4-6 6-3 6-2,VRAI,11,
583,Michael Russell,United States,USA,Florent Serra,France,FRA,14/02/2011,Memphis,A,3,H,VRAI,72,R16,6-4 6-4,VRAI,11,
583,Milos Raonic,Canada,CAN,David Ferrer,Spain,ESP,09/10/2011,Shanghai Masters,M,3,H,FAUX,60,R32,7-5 7-6(7),FAUX,11,
583,Milos Raonic,Canada,CAN,Michael Llodra,France,FRA,09/10/2011,Shanghai Masters,M,3,H,FAUX,60,R64,6-7(2) 6-2 7-6(5),VRAI,11,
583,Milos Raonic,Canada,CAN,Simon Greul,Germany,GER,31/01/2011,Johannesburg,B,3,H,FAUX,54,R16,7-6(5) 6-4,FAUX,11,
583,Nicolas Almagro,Spain,ESP,Frederico Gil,Portugal,POR,23/03/2011,Miami Masters,M,3,H,FAUX,55,R64,6-4 3-6 6-2,VRAI,11,
583,Nicolas Almagro,Spain,ESP,Michael Ryderstedt,Sweden,SWE,11/07/2011,Bastad,B,3,C,FAUX,26,QF,6-4 7-6(4),VRAI,11,
583,Nicolas Almagro,Spain,ESP,Adrian Mannarino,France,FRA,10/01/2011,Auckland,B,3,H,FAUX,66,QF,7-6(3) 6-7(1) 6-2,VRAI,11,
583,Nicolas Almagro,Spain,ESP,Ivan Ljubicic,Croatia,CRO,17/01/2011,Australian Open,G,5,H,FAUX,55,R32,6-4 7-6(8) 6-3,VRAI,11,
583,Nicolas Mahut,France,FRA,Juan Carlos Ferrero,Spain,ESP,07/11/2011,Paris Masters,M,3,H,VRAI,60,R64,6-2 6-3,VRAI,11,
583,Philipp Kohlschreiber,Germany,GER,Juan Martin Del Potro,Argentina,ARG,10/03/2011,Indian Wells Masters,M,3,H,FAUX,54,R16,7-6(3) 7-6(7),FAUX,11,
583,Philipp Petzschner,Germany,GER,Ernests Gulbis,Latvia,LAT,14/02/2011,Marseille,B,3,H,VRAI,81,R32,7-6(2) 6-1,VRAI,11,
583,Philipp Petzschner,Germany,GER,Tomas Berdych,Czech Republic,CZE,21/02/2011,Dubai,A,3,H,FAUX,60,QF,7-5 6-4,FAUX,11,
583,Richard Gasquet,France,FRA,Matthew Ebden,Australia,AUS,10/01/2011,Sydney,B,3,H,FAUX,60,R32,6-4 6-3,VRAI,11,
583,Robin Haase,Netherlands,NED,Jarkko Nieminen,Finland,FIN,26/09/2011,Bangkok,B,3,H,VRAI,61,R16,7-6(5) 7-6(4),FAUX,11,
583,Robin Haase,Netherlands,NED,Robin Soderling,Sweden,SWE,07/02/2011,Rotterdam,A,3,H,VRAI,85,R32,6-3 6-2,FAUX,11,
583,Robin Soderling,Sweden,SWE,Dmitry Tursunov,Russian Federation,RUS,14/02/2011,Marseille,B,3,H,VRAI,81,SF,7-5 6-1,VRAI,11,
583,Robin Soderling,Sweden,SWE,Sam Querrey,United States,USA,15/05/2011,Dusseldorf,T,3,C,FAUX,27,RR,5-7 7-5 7-6(3),VRAI,11,
583,Robin Soderling,Sweden,SWE,Ryan Harrison,United States,USA,22/05/2011,Roland Garros,G,5,C,FAUX,46,R128,6-1 6-7(5) 6-3 7-5,VRAI,11,
583,Roger Federer,Switzerland,SUI,Novak Djokovic,Serbia,SRB,29/08/2011,US Open,G,5,H,FAUX,49,SF,6-7(7) 4-6 6-3 6-2 7-5,FAUX,11,
583,Roger Federer,Switzerland,SUI,Tomas Berdych,Czech Republic,CZE,14/08/2011,Cincinnati Masters,M,3,H,FAUX,68,QF,6-2 7-6(3),FAUX,11,
583,Roger Federer,Switzerland,SUI,Adrian Mannarino,France,FRA,20/06/2011,Wimbledon,G,5,G,FAUX,80,R64,6-2 6-3 6-2,VRAI,11,
583,Roger Federer,Switzerland,SUI,Rafael Nadal,Spain,ESP,22/05/2011,Roland Garros,G,5,C,FAUX,46,F,7-5 7-6(3) 5-7 6-1,FAUX,11,
583,Roger Federer,Switzerland,SUI,Jo Wilfried Tsonga,France,FRA,20/11/2011,Tour Finals,F,3,H,VRAI,67,F,6-3 6-7(6) 6-3,VRAI,11,
583,Roger Federer,Switzerland,SUI,Gilles Simon,France,FRA,17/01/2011,Australian Open,G,5,H,FAUX,55,R64,6-2 6-3 4-6 4-6 6-3,VRAI,11,
583,Roger Federer,Switzerland,SUI,Tommy Robredo,Spain,ESP,17/01/2011,Australian Open,G,5,H,FAUX,55,R16,6-3 3-6 6-3 6-2,VRAI,11,
583,Ryan Harrison,United States,USA,Florent Serra,France,FRA,21/02/2011,Delray Beach,B,3,H,FAUX,67,R32,3-6 6-3 7-5,FAUX,11,
583,Ryan Harrison,United States,USA,Milos Raonic,Canada,CAN,10/03/2011,Indian Wells Masters,M,3,H,FAUX,54,R32,7-6(1) 4-6 6-4,VRAI,11,
583,Sam Querrey,United States,USA,Janko Tipsarevic,Serbia,SRB,10/03/2011,Indian Wells Masters,M,3,H,FAUX,54,R64,6-4 6-4,VRAI,11,
583,Sergiy Stakhovsky,Ukraine,UKR,Ernests Gulbis,Latvia,LAT,21/02/2011,Dubai,A,3,H,FAUX,60,R16,6-3 5-7 6-1,VRAI,11,
583,Sergiy Stakhovsky,Ukraine,UKR,Jo Wilfried Tsonga,France,FRA,14/02/2011,Marseille,B,3,H,VRAI,81,R16,5-7 6-4 6-2,FAUX,11,
583,Stan Wawrinka,Switzerland,SUI,Potito Starace,Italy,ITA,20/06/2011,Wimbledon,G,5,G,FAUX,80,R128,6-3 6-4 6-4,VRAI,11,
583,Stan Wawrinka,Switzerland,SUI,Gael Monfils,France,FRA,17/01/2011,Australian Open,G,5,H,FAUX,55,R32,7-6(4) 6-2 6-3,VRAI,11,
583,Stan Wawrinka,Switzerland,SUI,Teymuraz Gabashvili,Russian Federation,RUS,17/01/2011,Australian Open,G,5,H,FAUX,55,R128,7-6(3) 6-4 6-4,VRAI,11,
583,Thomaz Bellucci,Brazil,BRA,Florian Mayer,Germany,GER,01/05/2011,Madrid Masters,M,3,C,FAUX,53,R32,6-7(5) 6-3 3-0 RET,VRAI,11,RET
583,Thomaz Bellucci,Brazil,BRA,Andrey Golubev,Kazakhstan,KAZ,08/08/2011,Canada Masters,M,3,H,FAUX,62,R64,7-5 7-6(6),VRAI,11,
583,Tomas Berdych,Czech Republic,CZE,Edouard Roger Vasselin,France,FRA,14/02/2011,Marseille,B,3,H,VRAI,81,R16,6-3 6-4,VRAI,11,
583,Tomas Berdych,Czech Republic,CZE,Nicolas Almagro,Spain,ESP,14/08/2011,Cincinnati Masters,M,3,H,FAUX,68,R16,6-2 6-2,VRAI,11,
583,Tomas Berdych,Czech Republic,CZE,Jan Hernych,Czech Republic,CZE,06/06/2011,Halle,B,3,G,FAUX,82,R16,6-3 7-6(7),VRAI,11,
583,Tomas Berdych,Czech Republic,CZE,Philipp Petzschner,Germany,GER,06/06/2011,Halle,B,3,G,FAUX,82,SF,7-6(7) 2-6 6-3,FAUX,11,
583,Tomas Berdych,Czech Republic,CZE,Fernando Verdasco,Spain,ESP,17/01/2011,Australian Open,G,5,H,FAUX,55,R16,6-4 6-2 6-3,VRAI,11,
583,Tomas Berdych,Czech Republic,CZE,Rafael Nadal,Spain,ESP,23/03/2011,Miami Masters,M,3,H,FAUX,55,QF,6-2 3-6 6-3,FAUX,11,
583,Tommy Robredo,Spain,ESP,Michael Venus,New Zealand,NZL,10/01/2011,Auckland,B,3,H,FAUX,66,R32,6-7(6) 6-3 6-0,VRAI,11,
583,Viktor Troicki,Serbia,SRB,Pere Riba,Spain,ESP,17/10/2011,Moscow,B,3,H,VRAI,74,R16,6-4 6-4,VRAI,11,
583,Viktor Troicki,Serbia,SRB,Marin Cilic,Croatia,CRO,07/02/2011,Rotterdam,A,3,H,VRAI,85,QF,7-5 6-3,VRAI,11,
583,Viktor Troicki,Serbia,SRB,Michael Yani,United States,USA,08/08/2011,Canada Masters,M,3,H,FAUX,62,R64,2-6 6-3 6-1,VRAI,11,
583,Viktor Troicki,Serbia,SRB,Robin Soderling,Sweden,SWE,07/02/2011,Rotterdam,A,3,H,VRAI,85,SF,7-5 6-4,FAUX,11,
583,Viktor Troicki,Serbia,SRB,Tomas Berdych,Czech Republic,CZE,06/06/2011,Halle,B,3,G,FAUX,82,QF,7-6(3) 6-1,FAUX,11,
583,Yen Hsun Lu,Taiwan, Province of China,TPE,Gilles Simon,France,FRA,26/09/2011,Bangkok,B,3,H,VRAI,61,R16,6-7(4) 7-5 6-4,FAUX,11,
739,Albert Montanes,Spain,ESP,Marc Gicquel,France,FRA,22/05/2011,Roland Garros,G,5,C,FAUX,46,R128,6-4 6-4 6-2,VRAI,10,
739,Albert Ramos,Spain,ESP,Philipp Petzschner,Germany,GER,29/08/2011,US Open,G,5,H,FAUX,49,R128,7-5 6-7(2) 6-3 6-7(5) 6-3,FAUX,10,
739,Alexandr Dolgopolov,Ukraine,UKR,Paul Capdeville,Chile,CHI,21/02/2011,Acapulco,A,3,C,FAUX,30,R32,7-5 6-2,VRAI,10,
739,Alexandr Dolgopolov,Ukraine,UKR,Marcos Baghdatis,Cyprus,CYP,19/09/2011,Metz,B,3,H,VRAI,70,R16,6-7(5) 7-5 6-3,VRAI,10,
739,Alexandr Dolgopolov,Ukraine,UKR,Frederico Gil,Portugal,POR,29/08/2011,US Open,G,5,H,FAUX,49,R128,6-4 6-2 7-5,VRAI,10,
739,Alexandr Dolgopolov,Ukraine,UKR,Potito Starace,Italy,ITA,07/02/2011,Costa Do Sauipe,B,3,C,FAUX,50,QF,6-3 6-4,VRAI,10,
739,Andreas Haider Maurer,Austria,AUT,Ryan Sweeting,United States,USA,22/05/2011,Roland Garros,G,5,C,FAUX,46,R128,6-1 6-7(5) 6-2 6-0,VRAI,10,
739,Andreas Seppi,Italy,ITA,Olivier Rochus,Belgium,BEL,12/06/2011,Eastbourne,B,3,G,FAUX,67,QF,6-2 6-7(5) 6-3,VRAI,10,
739,Andrey Golubev,Kazakhstan,KAZ,Thomaz Bellucci,Brazil,BRA,22/05/2011,Roland Garros,G,5,C,FAUX,46,R128,6-4 6-4 6-7(4) 7-6(5),FAUX,10,
739,Andrey Golubev,Kazakhstan,KAZ,Robin Soderling,Sweden,SWE,15/05/2011,Dusseldorf,T,3,C,FAUX,27,RR,6-7(4) 7-6(7) 6-3,FAUX,10,
739,Andy Murray,United Kingdom,GBR,Guillermo Garcia Lopez,Spain,ESP,17/01/2011,Australian Open,G,5,H,FAUX,55,R32,6-1 6-1 6-2,VRAI,10,
739,Andy Murray,United Kingdom,GBR,Simone Bolelli,Italy,ITA,22/05/2011,Roland Garros,G,5,C,FAUX,46,R64,7-6(3) 6-4 7-5,VRAI,10,
739,Andy Roddick,United States,USA,Yen Hsun Lu,Taiwan, Province of China,TPE,09/10/2011,Shanghai Masters,M,3,H,FAUX,60,R64,6-2 3-6 6-2,VRAI,10,
739,Andy Roddick,United States,USA,Radek Stepanek,Czech Republic,CZE,31/10/2011,Basel,A,3,H,VRAI,62,R16,2-6 6-3 6-3,VRAI,10,
739,Andy Roddick,United States,USA,John Isner,United States,USA,21/08/2011,Winston-Salem,B,3,H,FAUX,55,SF,7-6(7) 6-4,FAUX,10,
739,Arnaud Clement,France,FRA,Edouard Roger Vasselin,France,FRA,14/02/2011,Marseille,B,3,H,VRAI,81,R32,6-3 6-2,FAUX,10,
739,Benoit Paire,France,FRA,Arnaud Clement,France,FRA,06/06/2011,Queen's Club,B,3,G,FAUX,75,R64,7-5 6-3,FAUX,10,
